transaction_id,transaction_date,vendor_id,department,payment_method,amount,approved
TXN00583,2025-08-01 01:26:29.189189188,Vendor_075,Procurement,Card,20539.24,Yes
TXN00584,2025-08-01 10:11:10.270270272,Vendor_029,Operations,Bank Transfer,5584.13,No
TXN00585,2025-08-01 18:55:51.351351352,Vendor_036,HR,Cheque,2935.38,Yes
TXN00586,2025-08-02 03:40:32.432432432,Vendor_089,Sales,Bank Transfer,2415.56,No
TXN00587,2025-08-02 12:25:13.513513516,Vendor_021,Procurement,Bank Transfer,3035.02,Yes
TXN00588,2025-08-02 21:09:54.594594596,Vendor_036,HR,Cheque,4617.9,Yes
TXN00589,2025-08-03 05:54:35.675675676,Vendor_010,Finance,Card,1159.04,Yes
TXN00590,2025-08-03 14:39:16.756756756,Vendor_073,Procurement,Card,7269.61,Yes
TXN00591,2025-08-03 23:23:57.837837840,Vendor_024,HR,Bank Transfer,5283.29,Yes
TXN00592,2025-08-04 08:08:38.918918920,Vendor_064,Finance,Cheque,5295.16,Yes
TXN00593,2025-08-04 16:53:20.000000000,Vendor_099,Operations,Card,4233.48,Yes
TXN00594,2025-08-05 01:38:01.081081080,Vendor_049,Sales,Bank Transfer,3028.11,Yes
TXN00595,2025-08-05 10:22:42.162162164,Vendor_099,Finance,Cheque,5106.6,Yes
TXN00596,2025-08-05 19:07:23.243243244,Vendor_036,IT,Card,4786.0,Yes
TXN00597,2025-08-06 03:52:04.324324324,Vendor_082,Finance,Card,2245.69,Yes
TXN00598,2025-08-06 12:36:45.405405404,Vendor_096,Finance,Cheque,1883.94,Yes
TXN00599,2025-08-06 21:21:26.486486488,Vendor_024,Sales,Cheque,3234.03,Yes
TXN00600,2025-08-07 06:06:07.567567568,Vendor_023,IT,Cheque,10292.97,Yes
TXN00601,2025-08-07 14:50:48.648648648,Vendor_062,HR,Cheque,1106.23,Yes
TXN00602,2025-08-07 23:35:29.729729732,Vendor_096,HR,Bank Transfer,921.48,Yes
TXN00603,2025-08-08 08:20:10.810810812,Vendor_037,Finance,Cheque,3400.95,Yes
TXN00604,2025-08-08 17:04:51.891891892,Vendor_012,IT,Card,3104.82,Yes
TXN00605,2025-08-09 01:49:32.972972972,Vendor_055,IT,Card,3424.37,Yes
TXN00606,2025-08-09 10:34:14.054054056,Vendor_013,Sales,Bank Transfer,3623.38,Yes
TXN00607,2025-08-09 19:18:55.135135136,Vendor_023,Operations,Card,2493.49,Yes
TXN00608,2025-08-10 04:03:36.216216216,Vendor_089,HR,Card,9817.2,Yes
TXN00609,2025-08-10 12:48:17.297297296,Vendor_099,Sales,Cheque,828.22,Yes
TXN00610,2025-08-10 21:32:58.378378380,Vendor_030,Procurement,Card,1536.41,Yes
TXN00611,2025-08-11 06:17:39.459459460,Vendor_017,HR,Bank Transfer,2744.62,Yes
TXN00612,2025-08-11 15:02:20.540540540,Vendor_062,Sales,Cheque,800.67,Yes
TXN00613,2025-08-11 23:47:01.621621624,Vendor_084,HR,Cheque,2589.75,Yes
TXN00614,2025-08-12 08:31:42.702702704,Vendor_089,Operations,Bank Transfer,11261.85,Yes
TXN00615,2025-08-12 17:16:23.783783784,Vendor_086,Procurement,Cheque,3031.19,Yes
TXN00616,2025-08-13 02:01:04.864864864,Vendor_013,Operations,Cheque,3585.17,Yes
TXN00617,2025-08-13 10:45:45.945945948,Vendor_059,Procurement,Bank Transfer,1087.75,No
TXN00618,2025-08-13 19:30:27.027027028,Vendor_019,Finance,Cheque,1820.58,Yes
TXN00619,2025-08-14 04:15:08.108108108,Vendor_049,Sales,Bank Transfer,2208.0,No
TXN00620,2025-08-14 12:59:49.189189188,Vendor_100,Procurement,Bank Transfer,2311.91,Yes
TXN00621,2025-08-14 21:44:30.270270272,Vendor_012,Operations,Card,8310.83,Yes
TXN00622,2025-08-15 06:29:11.351351352,Vendor_061,HR,Card,4657.12,Yes
TXN00623,2025-08-15 15:13:52.432432432,Vendor_019,Procurement,Cheque,1225.17,Yes
TXN00624,2025-08-15 23:58:33.513513516,Vendor_076,Sales,Cheque,3630.78,Yes
TXN00625,2025-08-16 08:43:14.594594596,Vendor_009,Procurement,Bank Transfer,4440.74,Yes
TXN00626,2025-08-16 17:27:55.675675676,Vendor_071,IT,Cheque,7421.37,Yes
TXN00627,2025-08-17 02:12:36.756756756,Vendor_028,HR,Bank Transfer,10555.82,No
TXN00628,2025-08-17 10:57:17.837837840,Vendor_078,Sales,Bank Transfer,1323.35,Yes
TXN00629,2025-08-17 19:41:58.918918920,Vendor_095,Sales,Cheque,1558.24,Yes
TXN00630,2025-08-18 04:26:40.000000000,Vendor_052,Finance,Bank Transfer,1090.01,Yes
TXN00631,2025-08-18 13:11:21.081081080,Vendor_083,Operations,Card,2472.0,Yes
TXN00632,2025-08-18 21:56:02.162162164,Vendor_016,Finance,Cheque,4328.98,Yes
TXN00633,2025-08-19 06:40:43.243243244,Vendor_069,Sales,Card,6567.36,Yes
TXN00634,2025-08-19 15:25:24.324324324,Vendor_099,HR,Cheque,2805.23,No
TXN00635,2025-08-20 00:10:05.405405408,Vendor_012,Procurement,Bank Transfer,2307.97,Yes
TXN00636,2025-08-20 08:54:46.486486488,Vendor_025,Procurement,Cheque,3365.75,Yes
TXN00637,2025-08-20 17:39:27.567567568,Vendor_052,HR,Card,1528.26,Yes
TXN00638,2025-08-21 02:24:08.648648648,Vendor_085,Sales,Bank Transfer,15861.2,Yes
TXN00639,2025-08-21 11:08:49.729729732,Vendor_100,Procurement,Cheque,823.75,Yes
TXN00640,2025-08-21 19:53:30.810810812,Vendor_053,Procurement,Cheque,3455.74,Yes
TXN00641,2025-08-22 04:38:11.891891892,Vendor_023,Procurement,Cheque,15046.26,Yes
TXN00642,2025-08-22 13:22:52.972972972,Vendor_016,Operations,Card,2997.22,Yes
TXN00643,2025-08-22 22:07:34.054054056,Vendor_057,Operations,Card,2560.53,Yes
TXN00644,2025-08-23 06:52:15.135135136,Vendor_039,IT,Cheque,2239.58,Yes
TXN00645,2025-08-23 15:36:56.216216216,Vendor_053,Finance,Bank Transfer,2580.37,Yes
TXN00646,2025-08-24 00:21:37.297297296,Vendor_042,HR,Bank Transfer,8939.89,Yes
TXN00647,2025-08-24 09:06:18.378378380,Vendor_058,HR,Card,508.01,Yes
TXN00648,2025-08-24 17:50:59.459459460,Vendor_039,HR,Bank Transfer,10165.42,Yes
TXN00649,2025-08-25 02:35:40.540540540,Vendor_014,IT,Card,954.16,Yes
TXN00650,2025-08-25 11:20:21.621621624,Vendor_095,Operations,Cheque,2408.3,Yes
TXN00651,2025-08-25 20:05:02.702702704,Vendor_005,Sales,Card,2114.57,Yes
TXN00652,2025-08-26 04:49:43.783783784,Vendor_035,Sales,Card,4773.54,Yes
TXN00653,2025-08-26 13:34:24.864864864,Vendor_087,IT,Cheque,830.06,Yes
TXN00654,2025-08-26 22:19:05.945945948,Vendor_093,Sales,Bank Transfer,4314.51,Yes
TXN00655,2025-08-27 07:03:47.027027028,Vendor_075,HR,Card,15054.73,Yes
TXN00656,2025-08-27 15:48:28.108108108,Vendor_018,Finance,Card,1001.71,Yes
TXN00657,2025-08-28 00:33:09.189189188,Vendor_076,Procurement,Cheque,3469.5,Yes
TXN00658,2025-08-28 09:17:50.270270272,Vendor_009,Operations,Bank Transfer,1755.33,Yes
TXN00659,2025-08-28 18:02:31.351351352,Vendor_074,Operations,Card,4191.06,Yes
TXN00660,2025-08-29 02:47:12.432432432,Vendor_058,IT,Cheque,3026.97,Yes
TXN00661,2025-08-29 11:31:53.513513516,Vendor_017,Operations,Card,1784.35,Yes
TXN00662,2025-08-29 20:16:34.594594596,Vendor_007,HR,Cheque,4404.13,Yes
TXN00663,2025-08-30 05:01:15.675675676,Vendor_046,Sales,Bank Transfer,12625.56,No
TXN00664,2025-08-30 13:45:56.756756756,Vendor_013,HR,Bank Transfer,2558.76,Yes
TXN00665,2025-08-30 22:30:37.837837840,Vendor_040,IT,Bank Transfer,5301.82,Yes
TXN00666,2025-08-31 07:15:18.918918920,Vendor_042,HR,Bank Transfer,1059.32,No
TXN00667,2025-08-31 16:00:00.000000000,Vendor_009,Sales,Card,1386.93,Yes
TXN00668,2025-09-01 00:44:41.081081080,Vendor_050,Finance,Card,4349.97,Yes
TXN00669,2025-09-01 09:29:22.162162164,Vendor_027,IT,Bank Transfer,9772.16,Yes
TXN00670,2025-09-01 18:14:03.243243244,Vendor_066,Finance,Bank Transfer,3961.95,Yes
TXN00671,2025-09-02 02:58:44.324324324,Vendor_005,Procurement,Bank Transfer,2320.54,Yes
TXN00672,2025-09-02 11:43:25.405405408,Vendor_029,Finance,Card,2979.27,Yes
TXN00673,2025-09-02 20:28:06.486486488,Vendor_037,Procurement,Bank Transfer,1096.28,Yes
TXN00674,2025-09-03 05:12:47.567567568,Vendor_038,Procurement,Bank Transfer,4834.88,Yes
TXN00675,2025-09-03 13:57:28.648648648,Vendor_083,Finance,Bank Transfer,6038.23,Yes
TXN00676,2025-09-03 22:42:09.729729732,Vendor_008,IT,Cheque,2076.27,Yes
TXN00677,2025-09-04 07:26:50.810810812,Vendor_065,Sales,Bank Transfer,2046.66,Yes
TXN00678,2025-09-04 16:11:31.891891892,Vendor_086,HR,Cheque,3687.49,Yes
TXN00679,2025-09-05 00:56:12.972972972,Vendor_017,HR,Cheque,2101.96,Yes
TXN00680,2025-09-05 09:40:54.054054056,Vendor_071,Sales,Bank Transfer,2827.35,Yes
TXN00681,2025-09-05 18:25:35.135135136,Vendor_089,Procurement,Cheque,15990.94,Yes
TXN00682,2025-09-06 03:10:16.216216216,Vendor_045,Procurement,Bank Transfer,2446.42,Yes
TXN00683,2025-09-06 11:54:57.297297296,Vendor_004,IT,Card,2237.98,Yes
TXN00684,2025-09-06 20:39:38.378378380,Vendor_036,Operations,Card,1775.73,Yes
TXN00685,2025-09-07 05:24:19.459459460,Vendor_070,Finance,Card,5406.48,Yes
TXN00686,2025-09-07 14:09:00.540540540,Vendor_031,Procurement,Card,2578.65,Yes
TXN00687,2025-09-07 22:53:41.621621624,Vendor_019,HR,Cheque,1773.13,Yes
TXN00688,2025-09-08 07:38:22.702702704,Vendor_061,IT,Bank Transfer,8578.75,Yes
TXN00689,2025-09-08 16:23:03.783783784,Vendor_054,Finance,Bank Transfer,9280.61,Yes
TXN00690,2025-09-09 01:07:44.864864864,Vendor_039,IT,Bank Transfer,1843.94,Yes
TXN00691,2025-09-09 09:52:25.945945948,Vendor_091,Finance,Card,669.66,Yes
TXN00692,2025-09-09 18:37:07.027027028,Vendor_074,Finance,Card,6674.24,Yes
TXN00693,2025-09-10 03:21:48.108108108,Vendor_090,Sales,Bank Transfer,1723.82,Yes
TXN00694,2025-09-10 12:06:29.189189188,Vendor_019,Procurement,Card,5611.09,No
TXN00695,2025-09-10 20:51:10.270270272,Vendor_039,IT,Bank Transfer,616.41,No
TXN00696,2025-09-11 05:35:51.351351352,Vendor_067,IT,Bank Transfer,6088.02,Yes
TXN00697,2025-09-11 14:20:32.432432432,Vendor_045,Sales,Bank Transfer,1131.23,Yes
TXN00698,2025-09-11 23:05:13.513513516,Vendor_013,HR,Bank Transfer,5348.71,Yes
TXN00699,2025-09-12 07:49:54.594594596,Vendor_092,HR,Bank Transfer,3015.19,Yes
TXN00700,2025-09-12 16:34:35.675675676,Vendor_058,Procurement,Bank Transfer,1389.71,Yes
TXN00701,2025-09-13 01:19:16.756756756,Vendor_020,Procurement,Bank Transfer,2152.47,No
TXN00702,2025-09-13 10:03:57.837837840,Vendor_092,Operations,Card,5161.87,Yes
TXN00703,2025-09-13 18:48:38.918918920,Vendor_072,Sales,Bank Transfer,3244.5,Yes
TXN00704,2025-09-14 03:33:20.000000000,Vendor_061,HR,Bank Transfer,4757.75,Yes
TXN00705,2025-09-14 12:18:01.081081080,Vendor_039,Finance,Card,14489.11,No
TXN00706,2025-09-14 21:02:42.162162164,Vendor_001,IT,Card,852.87,Yes
TXN00707,2025-09-15 05:47:23.243243244,Vendor_003,Procurement,Card,10870.09,Yes
TXN00708,2025-09-15 14:32:04.324324324,Vendor_077,IT,Bank Transfer,3240.51,Yes
TXN00709,2025-09-15 23:16:45.405405408,Vendor_092,IT,Cheque,1452.4,Yes
TXN00710,2025-09-16 08:01:26.486486488,Vendor_062,Operations,Cheque,1028.39,Yes
TXN00711,2025-09-16 16:46:07.567567568,Vendor_063,HR,Card,2562.41,No
TXN00712,2025-09-17 01:30:48.648648648,Vendor_025,Procurement,Cheque,6231.17,Yes
TXN00713,2025-09-17 10:15:29.729729732,Vendor_056,IT,Card,2691.79,Yes
TXN00714,2025-09-17 19:00:10.810810812,Vendor_033,Procurement,Bank Transfer,9985.85,Yes
TXN00715,2025-09-18 03:44:51.891891892,Vendor_038,Finance,Cheque,933.61,Yes
TXN00716,2025-09-18 12:29:32.972972972,Vendor_006,Operations,Bank Transfer,2952.27,Yes
TXN00717,2025-09-18 21:14:14.054054056,Vendor_058,Finance,Cheque,1094.54,Yes
TXN00718,2025-09-19 05:58:55.135135136,Vendor_044,Procurement,Bank Transfer,3987.44,Yes
TXN00719,2025-09-19 14:43:36.216216216,Vendor_045,Procurement,Cheque,6060.27,Yes
TXN00720,2025-09-19 23:28:17.297297296,Vendor_032,HR,Bank Transfer,2128.96,Yes
TXN00721,2025-09-20 08:12:58.378378380,Vendor_045,IT,Bank Transfer,371.16,Yes
TXN00722,2025-09-20 16:57:39.459459460,Vendor_061,IT,Cheque,3495.24,Yes
TXN00723,2025-09-21 01:42:20.540540540,Vendor_047,Finance,Bank Transfer,4227.6,Yes
TXN00724,2025-09-21 10:27:01.621621624,Vendor_021,Operations,Bank Transfer,4119.29,Yes
TXN00725,2025-09-21 19:11:42.702702704,Vendor_080,Sales,Bank Transfer,8011.44,Yes
TXN00726,2025-09-22 03:56:23.783783784,Vendor_085,IT,Cheque,1265.42,Yes
TXN00727,2025-09-22 12:41:04.864864864,Vendor_075,HR,Cheque,5136.73,Yes
TXN00728,2025-09-22 21:25:45.945945948,Vendor_036,Finance,Bank Transfer,7738.83,Yes
TXN00729,2025-09-23 06:10:27.027027028,Vendor_099,Finance,Bank Transfer,718.47,Yes
TXN00730,2025-09-23 14:55:08.108108108,Vendor_019,Sales,Cheque,3849.59,Yes
TXN00731,2025-09-23 23:39:49.189189188,Vendor_020,HR,Cheque,1991.53,Yes
TXN00732,2025-09-24 08:24:30.270270272,Vendor_057,Operations,Bank Transfer,2792.75,Yes
TXN00733,2025-09-24 17:09:11.351351352,Vendor_018,HR,Bank Transfer,3936.87,No
TXN00734,2025-09-25 01:53:52.432432432,Vendor_047,Operations,Bank Transfer,2018.72,Yes
TXN00735,2025-09-25 10:38:33.513513516,Vendor_049,HR,Card,1736.16,Yes
TXN00736,2025-09-25 19:23:14.594594596,Vendor_014,HR,Cheque,3063.53,Yes
TXN00737,2025-09-26 04:07:55.675675676,Vendor_015,Procurement,Card,1249.13,No
TXN00738,2025-09-26 12:52:36.756756756,Vendor_031,Finance,Cheque,1250.55,Yes
TXN00739,2025-09-26 21:37:17.837837840,Vendor_001,HR,Cheque,5133.27,Yes
TXN00740,2025-09-27 06:21:58.918918920,Vendor_054,Sales,Cheque,1189.12,Yes
TXN00741,2025-09-27 15:06:40.000000000,Vendor_003,HR,Cheque,5079.92,Yes
TXN00742,2025-09-27 23:51:21.081081080,Vendor_016,IT,Cheque,4315.95,Yes
TXN00743,2025-09-28 08:36:02.162162164,Vendor_087,Finance,Cheque,749.46,Yes
TXN00744,2025-09-28 17:20:43.243243244,Vendor_057,IT,Cheque,1733.59,Yes
TXN00745,2025-09-29 02:05:24.324324324,Vendor_075,Finance,Card,7748.76,Yes
TXN00746,2025-09-29 10:50:05.405405408,Vendor_012,IT,Bank Transfer,1359.77,Yes
TXN00747,2025-09-29 19:34:46.486486488,Vendor_074,HR,Bank Transfer,2055.92,Yes
TXN00748,2025-09-30 04:19:27.567567568,Vendor_096,HR,Card,4314.12,Yes
TXN00749,2025-09-30 13:04:08.648648648,Vendor_016,Procurement,Card,5578.71,Yes
TXN00750,2025-09-30 21:48:49.729729732,Vendor_072,Sales,Card,2437.6,Yes
TXN00751,2025-10-01 06:33:30.810810812,Vendor_076,IT,Card,1848.25,No
TXN00752,2025-10-01 15:18:11.891891892,Vendor_024,Operations,Cheque,9301.17,Yes
TXN00753,2025-10-02 00:02:52.972972972,Vendor_028,Procurement,Bank Transfer,11981.51,Yes
TXN00754,2025-10-02 08:47:34.054054056,Vendor_008,IT,Cheque,6522.98,Yes
TXN00755,2025-10-02 17:32:15.135135136,Vendor_092,IT,Bank Transfer,3191.53,Yes
TXN00756,2025-10-03 02:16:56.216216216,Vendor_036,Procurement,Bank Transfer,1561.48,Yes
TXN00757,2025-10-03 11:01:37.297297300,Vendor_090,HR,Card,1534.02,Yes
TXN00758,2025-10-03 19:46:18.378378380,Vendor_008,IT,Cheque,4527.89,Yes
TXN00759,2025-10-04 04:30:59.459459460,Vendor_058,HR,Card,4166.03,Yes
TXN00760,2025-10-04 13:15:40.540540540,Vendor_060,Procurement,Cheque,9147.89,Yes
TXN00761,2025-10-04 22:00:21.621621624,Vendor_050,HR,Bank Transfer,5015.86,Yes
TXN00762,2025-10-05 06:45:02.702702704,Vendor_028,Finance,Card,895.64,Yes
TXN00763,2025-10-05 15:29:43.783783784,Vendor_092,Operations,Card,6915.76,Yes
TXN00764,2025-10-06 00:14:24.864864864,Vendor_041,IT,Bank Transfer,1341.51,Yes
TXN00765,2025-10-06 08:59:05.945945948,Vendor_100,Sales,Bank Transfer,2192.56,Yes
TXN00766,2025-10-06 17:43:47.027027028,Vendor_064,Operations,Bank Transfer,3641.53,No
TXN00767,2025-10-07 02:28:28.108108108,Vendor_027,HR,Card,14713.7,Yes
TXN00768,2025-10-07 11:13:09.189189188,Vendor_063,IT,Cheque,35879.98,Yes
TXN00769,2025-10-07 19:57:50.270270272,Vendor_017,HR,Card,4843.43,Yes
TXN00770,2025-10-08 04:42:31.351351352,Vendor_073,Finance,Cheque,2574.58,Yes
TXN00771,2025-10-08 13:27:12.432432432,Vendor_033,Procurement,Card,4571.54,Yes
TXN00772,2025-10-08 22:11:53.513513516,Vendor_084,IT,Card,6064.0,Yes
TXN00773,2025-10-09 06:56:34.594594596,Vendor_077,Finance,Bank Transfer,2306.45,Yes
TXN00774,2025-10-09 15:41:15.675675676,Vendor_092,Finance,Cheque,12533.61,Yes
TXN00775,2025-10-10 00:25:56.756756756,Vendor_029,IT,Card,3583.36,Yes
TXN00776,2025-10-10 09:10:37.837837840,Vendor_013,HR,Card,4439.04,Yes
TXN00777,2025-10-10 17:55:18.918918920,Vendor_046,Sales,Bank Transfer,5078.34,Yes
TXN00778,2025-10-11 02:40:00.000000000,Vendor_035,Finance,Bank Transfer,4176.67,Yes
TXN00779,2025-10-11 11:24:41.081081080,Vendor_006,Operations,Cheque,5832.22,Yes
TXN00780,2025-10-11 20:09:22.162162164,Vendor_082,Finance,Card,1819.28,Yes
TXN00781,2025-10-12 04:54:03.243243244,Vendor_069,Sales,Cheque,1907.14,Yes
TXN00782,2025-10-12 13:38:44.324324324,Vendor_047,HR,Card,1236.3,Yes
TXN00783,2025-10-12 22:23:25.405405408,Vendor_025,HR,Cheque,4236.96,Yes
TXN00784,2025-10-13 07:08:06.486486488,Vendor_066,Operations,Bank Transfer,5558.86,Yes
TXN00785,2025-10-13 15:52:47.567567568,Vendor_010,Finance,Card,4299.35,Yes
TXN00786,2025-10-14 00:37:28.648648648,Vendor_056,HR,Cheque,11379.79,Yes
TXN00787,2025-10-14 09:22:09.729729732,Vendor_030,Sales,Bank Transfer,2967.64,Yes
TXN00788,2025-10-14 18:06:50.810810812,Vendor_005,IT,Bank Transfer,5089.8,Yes
TXN00789,2025-10-15 02:51:31.891891892,Vendor_033,Procurement,Cheque,1244.69,Yes
TXN00790,2025-10-15 11:36:12.972972972,Vendor_065,Procurement,Card,2187.07,Yes
TXN00791,2025-10-15 20:20:54.054054056,Vendor_018,Procurement,Card,5200.08,Yes
TXN00792,2025-10-16 05:05:35.135135136,Vendor_096,Finance,Bank Transfer,5879.82,Yes
TXN00793,2025-10-16 13:50:16.216216216,Vendor_049,Operations,Card,2356.25,Yes
TXN00794,2025-10-16 22:34:57.297297300,Vendor_011,HR,Card,2815.01,Yes
TXN00795,2025-10-17 07:19:38.378378380,Vendor_085,IT,Card,885.1,Yes
TXN00796,2025-10-17 16:04:19.459459460,Vendor_026,Sales,Bank Transfer,2240.33,Yes
TXN00797,2025-10-18 00:49:00.540540540,Vendor_063,IT,Cheque,6077.24,Yes
TXN00798,2025-10-18 09:33:41.621621624,Vendor_089,Sales,Card,4722.83,Yes
TXN00799,2025-10-18 18:18:22.702702704,Vendor_086,Finance,Bank Transfer,4449.44,Yes
TXN00800,2025-10-19 03:03:03.783783784,Vendor_059,Procurement,Bank Transfer,3102.05,Yes
TXN00801,2025-10-19 11:47:44.864864864,Vendor_027,Finance,Cheque,2997.85,Yes
TXN00802,2025-10-19 20:32:25.945945948,Vendor_049,Operations,Card,1757.67,Yes
TXN00803,2025-10-20 05:17:07.027027028,Vendor_077,Operations,Card,5213.79,Yes
TXN00804,2025-10-20 14:01:48.108108108,Vendor_033,Sales,Cheque,4174.62,Yes
TXN00805,2025-10-20 22:46:29.189189188,Vendor_098,HR,Cheque,4418.76,Yes
TXN00806,2025-10-21 07:31:10.270270272,Vendor_099,HR,Bank Transfer,1957.01,Yes
TXN00807,2025-10-21 16:15:51.351351352,Vendor_001,Sales,Bank Transfer,532.36,Yes
TXN00808,2025-10-22 01:00:32.432432432,Vendor_021,Operations,Cheque,7170.44,Yes
TXN00809,2025-10-22 09:45:13.513513516,Vendor_055,Operations,Card,2032.31,Yes
TXN00810,2025-10-22 18:29:54.594594596,Vendor_006,Operations,Bank Transfer,1494.85,Yes
TXN00811,2025-10-23 03:14:35.675675676,Vendor_092,Finance,Bank Transfer,5191.53,Yes
TXN00812,2025-10-23 11:59:16.756756756,Vendor_081,Operations,Card,2178.5,Yes
TXN00813,2025-10-23 20:43:57.837837840,Vendor_069,IT,Bank Transfer,6960.1,Yes
TXN00814,2025-10-24 05:28:38.918918920,Vendor_095,Procurement,Card,4883.44,No
TXN00815,2025-10-24 14:13:20.000000000,Vendor_005,Operations,Card,5150.53,Yes
TXN00816,2025-10-24 22:58:01.081081080,Vendor_003,Sales,Card,999.48,No
TXN00817,2025-10-25 07:42:42.162162164,Vendor_053,Procurement,Cheque,7860.1,No
TXN00818,2025-10-25 16:27:23.243243244,Vendor_023,Finance,Cheque,3673.87,Yes
TXN00819,2025-10-26 01:12:04.324324324,Vendor_053,Sales,Cheque,2218.48,Yes
TXN00820,2025-10-26 09:56:45.405405408,Vendor_037,Procurement,Card,3343.29,Yes
TXN00821,2025-10-26 18:41:26.486486488,Vendor_074,Sales,Card,719.83,Yes
TXN00822,2025-10-27 03:26:07.567567568,Vendor_074,Finance,Cheque,4133.68,Yes
TXN00823,2025-10-27 12:10:48.648648648,Vendor_083,IT,Bank Transfer,1308.32,Yes
TXN00824,2025-10-27 20:55:29.729729732,Vendor_017,Finance,Card,1010.16,Yes
TXN00825,2025-10-28 05:40:10.810810812,Vendor_085,Finance,Bank Transfer,881.93,Yes
TXN00826,2025-10-28 14:24:51.891891892,Vendor_078,Sales,Bank Transfer,7260.11,Yes
TXN00827,2025-10-28 23:09:32.972972972,Vendor_073,HR,Card,1801.89,Yes
TXN00828,2025-10-29 07:54:14.054054056,Vendor_001,Operations,Card,10167.81,Yes
TXN00829,2025-10-29 16:38:55.135135136,Vendor_051,Operations,Bank Transfer,1941.78,Yes
TXN00830,2025-10-30 01:23:36.216216216,Vendor_045,IT,Bank Transfer,760.6,Yes
TXN00831,2025-10-30 10:08:17.297297300,Vendor_077,IT,Cheque,1220.21,No
TXN00832,2025-10-30 18:52:58.378378380,Vendor_004,Operations,Cheque,8011.63,Yes
TXN00833,2025-10-31 03:37:39.459459460,Vendor_062,HR,Card,2631.43,Yes
TXN00834,2025-10-31 12:22:20.540540540,Vendor_065,Operations,Cheque,1922.48,Yes
TXN00835,2025-10-31 21:07:01.621621624,Vendor_032,HR,Cheque,3388.07,Yes
TXN00836,2025-11-01 05:51:42.702702704,Vendor_034,IT,Cheque,4453.41,Yes
TXN00837,2025-11-01 14:36:23.783783784,Vendor_092,Procurement,Cheque,7287.52,Yes
TXN00838,2025-11-01 23:21:04.864864864,Vendor_095,Sales,Bank Transfer,9497.65,Yes
TXN00839,2025-11-02 08:05:45.945945948,Vendor_072,IT,Card,2235.42,Yes
TXN00840,2025-11-02 16:50:27.027027028,Vendor_039,IT,Cheque,1031.9,No
TXN00841,2025-11-03 01:35:08.108108108,Vendor_026,Finance,Bank Transfer,2141.43,Yes
TXN00842,2025-11-03 10:19:49.189189188,Vendor_034,Finance,Bank Transfer,3671.02,Yes
TXN00843,2025-11-03 19:04:30.270270272,Vendor_054,Finance,Bank Transfer,1378.83,Yes
TXN00844,2025-11-04 03:49:11.351351352,Vendor_003,Sales,Cheque,1386.14,Yes
TXN00845,2025-11-04 12:33:52.432432432,Vendor_050,Finance,Cheque,3924.64,Yes
TXN00846,2025-11-04 21:18:33.513513516,Vendor_012,HR,Card,2867.16,Yes
TXN00847,2025-11-05 06:03:14.594594596,Vendor_065,Operations,Cheque,3060.21,Yes
TXN00848,2025-11-05 14:47:55.675675676,Vendor_054,Procurement,Cheque,1624.9,No
TXN00849,2025-11-05 23:32:36.756756756,Vendor_005,IT,Bank Transfer,2479.17,Yes
TXN00850,2025-11-06 08:17:17.837837840,Vendor_094,HR,Card,1423.13,Yes
TXN00851,2025-11-06 17:01:58.918918920,Vendor_094,Procurement,Cheque,6076.35,Yes
TXN00852,2025-11-07 01:46:40.000000000,Vendor_057,HR,Cheque,6823.99,Yes
TXN00853,2025-11-07 10:31:21.081081080,Vendor_017,HR,Bank Transfer,680.65,Yes
TXN00854,2025-11-07 19:16:02.162162164,Vendor_047,IT,Bank Transfer,1417.13,Yes
TXN00855,2025-11-08 04:00:43.243243244,Vendor_023,Operations,Cheque,900.34,Yes
TXN00856,2025-11-08 12:45:24.324324324,Vendor_079,Finance,Card,1772.21,Yes
TXN00857,2025-11-08 21:30:05.405405408,Vendor_085,Sales,Card,2788.47,Yes
TXN00858,2025-11-09 06:14:46.486486488,Vendor_014,Operations,Bank Transfer,934.75,Yes
TXN00859,2025-11-09 14:59:27.567567568,Vendor_066,Sales,Bank Transfer,1425.83,Yes
TXN00860,2025-11-09 23:44:08.648648648,Vendor_075,IT,Cheque,1335.2,Yes
TXN00861,2025-11-10 08:28:49.729729732,Vendor_051,IT,Bank Transfer,3518.58,Yes
TXN00862,2025-11-10 17:13:30.810810812,Vendor_038,IT,Cheque,3151.0,Yes
TXN00863,2025-11-11 01:58:11.891891892,Vendor_064,Procurement,Card,1673.4,Yes
TXN00864,2025-11-11 10:42:52.972972972,Vendor_098,Sales,Card,3433.92,Yes
TXN00865,2025-11-11 19:27:34.054054056,Vendor_038,Operations,Cheque,1924.95,Yes
TXN00866,2025-11-12 04:12:15.135135136,Vendor_050,Operations,Bank Transfer,2398.68,Yes
TXN00867,2025-11-12 12:56:56.216216216,Vendor_098,HR,Card,11370.32,Yes
TXN00868,2025-11-12 21:41:37.297297300,Vendor_082,HR,Bank Transfer,8711.23,Yes
TXN00869,2025-11-13 06:26:18.378378380,Vendor_030,HR,Card,1053.99,Yes
TXN00870,2025-11-13 15:10:59.459459460,Vendor_079,IT,Cheque,5789.41,Yes
TXN00871,2025-11-13 23:55:40.540540540,Vendor_091,Operations,Cheque,5705.11,Yes
TXN00872,2025-11-14 08:40:21.621621624,Vendor_051,Sales,Cheque,1189.62,Yes
TXN00873,2025-11-14 17:25:02.702702704,Vendor_063,IT,Card,5738.9,Yes
